period,stock_id,vendor,data_type,report_index,report_index_description,report_index_standard,report_index_value,report_index_analysis,report_index_note,report_score,report_signal,report_score_detail,report_score_summary,report_risk
2025Q4,3479,安勤,2,,,,,,,54,黃燈,"流動性指標（如流動比、速動比、現金比）皆優於標準，顯示短期償債能力強。
獲利能力指標（如每股盈餘、營業利益率、稅後淨利率、資產報酬率）多數低於標準，反映獲利能力衰退。
現金流量比極低，營業現金流量不足，需關注營運現金流風險。
存貨及應收帳款相關指標偏弱，顯示營運資金管理需加強，存在資金壓力。",本季安勤公司財務結構穩健，流動性佳，但獲利能力明顯下滑，營運現金流量不足，存貨及應收帳款壓力大，整體評分為54分，屬於黃燈區，需積極改善營運效率與現金流狀況。,安勤公司2025Q4財務狀況整體穩健，短期償債能力強，資本結構健康，但獲利能力衰退、現金流量極度不足、存貨及應收帳款壓力大，營運資金管理需加強。最重要的風險為營業現金流量不足及獲利能力下滑，建議加強營運效率、提升銷售及回收速度、降低存貨與應收帳款占比，並積極改善現金流量，確保未來營運穩健發展。
2025Q4,6285,啟碁,2,,,,,,,57,黃燈,"流動比、現金比、現金流量比、速動比皆優於或符合標準，顯示短期償債能力良好。
存貨佔營收比率、存貨週轉率、應收帳款週轉率皆低於標準，營運資金管理有風險。
獲利能力指標如營業利益率、稅後淨利率、資產報酬率、股東權益報酬率均低於標準，獲利能力偏弱。
負債對淨值比率偏高，財務槓桿風險需注意，但長期負債比例極低，資本結構尚可。",啟碁公司在資產運用效率、短期償債能力及資本結構方面表現良好，但營運資金管理及獲利能力指標多數低於標準，且負債對淨值比率偏高，綜合評分為57分，屬於黃燈區間，需加強營運資金管理與提升獲利能力。,啟碁公司2025Q4財務狀況整體尚可，但營運資金管理風險明顯，存貨與應收帳款比率偏高且週轉率偏低，可能導致資金壓力與流動性風險。獲利能力指標普遍偏弱，若未能提升營業效率與獲利能力，將影響未來資本積累與償債能力。建議加強存貨與應收帳款管理，提升營業毛利率與淨利率，並控制負債規模，降低財務槓桿風險。
2025Q4,3323,加百裕,2,,,,,,,38,紅燈,"獲利能力極度不佳：如利息保障倍數、營業利益率、稅後淨利率、每股稅後盈餘等多項指標均為負值，顯示公司持續虧損。
資金週轉及現金流風險高：應收帳款佔營收比率過高、存貨週轉率偏低、現金流量比遠低於標準，資金回收緩慢。
償債能力尚可：流動比、速動比、現金比等短期償債指標均優於標準，顯示短期流動性良好。
資本結構穩健：負債對淨值比率、股東權益總額、長期負債等指標表現優異，長期財務風險較低。",公司短期償債能力與資本結構表現穩健，但獲利能力極差，且資金週轉出現重大風險，整體財務風險偏高，因此評分偏低，給予38分與紅燈警示。,加百裕公司2025Q4財務狀況顯示，最大風險來自於獲利能力嚴重不足及資金週轉困難。公司連續虧損，利息保障倍數為負，應收帳款及存貨水位過高，現金流量比遠低於標準，顯示營運現金流入不足，恐影響未來持續經營能力。建議公司加強應收帳款管理、加速存貨去化、提升營運效率，並積極改善獲利結構，以降低財務風險。
2025Q4,3483,力致,2,,,,,,,45,黃燈,"短期償債能力表現優異（流動比、速動比、現金比皆高於標準），顯示公司短期資金安全。
應收帳款與存貨週轉相關指標明顯劣於標準，收款與存貨積壓風險極高，影響營運現金流。
獲利能力指標（每股盈餘、營業利益率、毛利率、淨利率、資產報酬率）多數低於標準，顯示公司獲利能力急劇下滑。
資本結構合理（股東權益總額、負債比率、長期負債皆符合標準），但營運效率（總資產週轉率）偏低，需改善資產運用。",力致公司短期償債能力與資本結構維持穩健，但營運效率、收款、存貨及獲利能力明顯不足，整體評分為45分，屬於黃燈區間，需積極改善營運現金流與獲利能力。,力致公司2025Q4財務狀況顯示，最重要的風險在於應收帳款與存貨積壓，導致營運現金流量不足，且獲利能力急劇下滑。建議公司加強收款管理、降低存貨水準、提升營業效率，並積極改善產品毛利與獲利結構，以降低營運風險並提升整體財務健康。
2025Q4,3528,安馳,2,,,,,,,32,紅燈,"流動性與現金流指標（如流動比、速動比、現金流量比）均明顯低於標準，顯示短期償債能力及現金流風險極高。
存貨與應收帳款相關指標（存貨佔營收比率、存貨週轉率、應收帳款佔營收比率、應收帳款週轉率）皆顯示營運資金周轉困難，積壓與收款風險大。
財務槓桿與負債結構（負債對淨值比率、負債總額、流動負債）均高於標準，資本結構脆弱，財務壓力大。
獲利能力雖有成長（每股稅後盈餘年成長率高），但營業毛利率、營業利益率、稅後淨利率、資產報酬率等多項獲利指標低於標準，整體獲利能力不足。",安馳公司多數財務指標低於標準，尤其流動性、存貨與應收帳款積壓、負債結構惡化，顯示財務風險極高，僅少數獲利成長指標表現良好，因此評分偏低並給予紅燈。,安馳公司目前財務狀況存在極高風險，最主要問題為流動性不足、存貨與應收帳款積壓、短期負債壓力大及財務槓桿過高。建議公司積極改善營運資金周轉，降低存貨與應收帳款，強化現金流管理，並調整資本結構以降低負債比率，否則將面臨資金斷鏈與財務危機。
2025Q4,6168,宏齊,2,,,,,,,55,黃燈,"償債能力極佳：流動比、速動比、現金比、負債比率等均遠優於標準，短期與長期償債壓力極低。
獲利能力低迷：營業利益率、稅後淨利率、股東權益報酬率、資產報酬率均為負值，顯示公司營運與資產獲利能力明顯不足。
營運效率偏弱：存貨週轉率、應收帳款週轉率、總資產週轉率皆低於標準，存貨與應收帳款積壓風險大。
資本結構穩健：股東權益比率高、負債比率低，無長期負債，資本結構安全。",宏齊公司在償債能力與資本結構表現優異，但獲利能力與營運效率明顯不足，存貨與應收帳款積壓風險高，整體評分為55分，屬於黃燈，需加強營運與獲利改善。,宏齊公司最大風險在於營運獲利能力低迷，營業利益率與稅後淨利率皆為負值，且存貨與應收帳款積壓嚴重，營運效率偏弱。建議公司應加強銷售與收款管理，提升存貨與應收帳款週轉率，同時優化產品結構與成本控管，改善獲利能力，避免資金積壓與營運虧損擴大。
2025Q4,4906,正文,2,,,,,,,46,黃燈,"償債能力極佳：流動比、速動比、現金比、負債對淨值比率、股東權益總額等均優於標準，短期及長期財務結構穩健。
獲利能力低弱：營業利益率、稅後淨利率、每股盈餘、資產報酬率、股東權益報酬率等均明顯劣於標準，經營績效不佳。
營運效率不佳：存貨週轉率、應收帳款週轉率、總資產週轉率均低於標準，資金回收與資產運用效率需改善。
現金流量不足：現金流量比低於標準，營業現金流量未能有效支撐流動負債，需加強現金流管理。",本次評分主要考量公司償債能力與資本結構雖佳，但獲利能力與營運效率明顯偏弱，現金流量亦不足，整體財務風險偏高，故評分為46分，屬於黃燈。,正文公司2025Q4財務結構穩健，短期與長期償債能力佳，無長期負債，資本結構健康。然而，獲利能力極弱，營業與淨利皆低於標準，且應收帳款與存貨積壓嚴重，資金回收效率差，現金流量不足。最重要的風險在於營運績效不佳及資金流動性不足，建議公司加強營運管理、提升獲利能力、加速收款與存貨周轉，並積極改善現金流量，以降低財務風險。
2025Q4,3019,亞光,2,,,,,,,54,黃燈,"短期償債能力極佳（流動比、速動比、現金比均遠高於標準），顯示公司現金流與資金調度能力強。
資本結構穩健（股東權益總額、負債比率均優於標準），長期財務安全性良好。
存貨與應收帳款壓力大（存貨佔營收比率、應收帳款佔營收比率遠高於標準），流動資產品質需改善。
獲利能力及資產運用效率偏弱（營業毛利率、營業利益率、資產報酬率、股東權益報酬率均低於標準），需提升營運績效。",亞光公司在償債能力及資本結構表現優異，但營運效率及獲利能力明顯低於標準，且流動資產品質不佳，整體財務風險偏高，因此評分為54分，屬於黃燈區間。,亞光公司2025Q4財務狀況顯示短期償債能力與資本結構穩健，但存貨與應收帳款占比過高，流動資產品質不佳，營運效率與獲利能力偏弱。最重要的風險為營收回收與庫存積壓，建議加強銷售及收款管理，提升存貨週轉效率，並著重提升毛利率與營業利益率，以改善整體財務體質。
2025Q4,3694,海華,2,,,,,,,59,黃燈,"短期償債能力指標如流動比、速動比、現金比均優於標準，顯示短期財務風險低。
應收帳款佔營收比率高、週轉率偏低，顯示資金回收壓力大，流動性風險需關注。
獲利能力指標（如每股稅後盈餘、營業利益率、稅後淨利率、資產報酬率）多數低於標準，長期獲利能力有待提升。
存貨佔營收比率偏高，顯示存貨管理需加強，避免積壓風險。",海華公司短期償債能力與現金流量表現佳，但獲利能力及資金回收能力明顯偏弱，存貨及應收帳款管理需改善。整體財務體質尚可，但存在流動性及獲利風險，因此評分為59分，屬於黃燈區間，建議持續改善弱項。,海華公司2025Q4財務結構穩健，短期償債能力強，現金充裕，但應收帳款佔營收比率偏高且週轉慢，存貨佔比亦高，顯示資金回收與存貨管理為最大風險。獲利能力指標普遍偏低，長期競爭力有待提升。建議加強應收帳款管理、提升存貨週轉效率，並強化營運獲利能力，以降低未來財務風險。
2025Q4,6166,ADLINK,2,,,,,,,54,黃燈,"償債能力方面，利息保障倍數、現金比、流動比等指標表現良好，但速動比略低於標準，需注意短期現金流。
存貨及應收帳款相關指標（存貨佔營收比率、存貨週轉率、應收帳款佔營收比率）均遠低於標準，顯示資金周轉壓力與存貨積壓風險高。
獲利能力如營業利益率、毛利率、稅後淨利率表現尚可，但每股盈餘及資產報酬率偏低，需提升獲利效率。
資本結構方面，負債對淨值比率偏高，槓桿風險需關注，但長短期負債占比尚在合理範圍。",ADLINK公司在現金流與部分獲利指標維持穩健，但存貨與應收帳款管理明顯不佳，且資產運用效率偏低，整體財務結構尚稱穩定但潛藏營運風險，評分為54分，屬於黃燈區間，建議加強營運資金管理與提升資產報酬率。,ADLINK公司2025Q4財務狀況整體尚屬穩健，短期償債能力及現金水位充足，營業獲利能力普通。然而，存貨及應收帳款比重過高，週轉速度明顯偏低，顯示資金積壓於存貨及應收款項，恐影響現金流與營運效率。負債對淨值比率偏高，亦需留意槓桿風險。建議公司加強存貨控管、積極催收應收帳款，並優化資產結構，以降低財務風險並提升整體獲利能力。
2025Q4,3714,富采,2,,,,,,,38,紅燈,"獲利能力極差：多項獲利指標如每股稅後盈餘、營業利益率、毛利率、稅後淨利率均為負數，顯示公司營運持續虧損，且成長性大幅衰退。
資產與營運效率低落：固定資產週轉率、總資產週轉率、存貨週轉率及應收帳款週轉率皆顯著低於標準，反映資產運用效率不佳，存貨與應收帳款積壓問題嚴重。
流動性充裕但現金流不佳：流動比、速動比、現金比等短期償債能力指標極佳，負債比率極低，但現金流量比偏低，顯示資金運用效率有改善空間。
資本結構穩健但營運風險高：負債對淨值比率、負債總額、長期負債等結構指標優異，但業外損益波動大，營運風險與現金流風險需特別注意。",富采公司雖然資本結構穩健，短期償債能力極佳，負債壓力極低，但其獲利能力、現金流量、資產運用效率與營運指標均遠低於標準，顯示營運風險極高，整體評分偏低，屬於高風險公司。,富采公司2025Q4財報顯示，雖然短期償債能力及資本結構極為穩健，負債壓力極低，但營運面臨嚴重危機。獲利能力全面惡化，現金流量比偏低，存貨及應收帳款積壓嚴重，資產運用效率低落，業外損益波動亦大幅增加。最重要的風險為持續虧損與營運現金流不足，若未能提升營收、加強存貨及應收帳款管理、改善產品結構與成本控管，未來財務壓力將進一步惡化，建議公司儘速進行營運調整，強化現金流與提升獲利能力。
2025Q4,2457,飛宏,2,,,,,,,38,紅燈,"獲利能力極差：多項獲利指標（如每股稅後盈餘、稅後淨利率、營業利益率、資產報酬率、股東權益報酬率）均為負值，顯示公司經營嚴重虧損。
現金流與收款效率不佳：現金流量比、應收帳款週轉率及應收帳款佔營收比率明顯劣於標準，短期現金流壓力大且資金回收慢。
存貨積壓嚴重：存貨佔營收比率過高且週轉率偏低，顯示庫存管理不佳，資金被大量占用。
償債能力與資本結構尚可：流動比、速動比、負債對淨值比率、長期負債等指標符合或優於標準，短期與長期償債風險不高。",飛宏公司雖然資本結構穩健、短期償債能力尚可，但獲利能力嚴重惡化，現金流與營運效率低落，存貨與應收帳款積壓嚴重，整體財務風險極高，因此評分僅38分，屬於紅燈等級。,飛宏公司2025Q4財務風險極高，主要問題在於獲利能力嚴重下滑、現金流量不足、存貨及應收帳款積壓，營運現金流無法支應短期債務，且經營持續虧損。建議公司應加強存貨與應收帳款管理，提升營運效率，積極改善獲利結構，並審慎控管成本與費用，以避免資金鏈斷裂的風險。
2025Q4,4938,和碩,2,,,,,,,54,黃燈,"短期償債能力尚可，流動比、速動比、現金比均符合或優於標準，但現金流量比為負，需注意現金流壓力。
獲利能力偏弱，營業毛利率、營業利益率、稅後淨利率皆低於標準，顯示營運效率及利潤結構有待提升。
資產運用效率良好，固定資產週轉率、存貨週轉率、總資產週轉率等指標均優於標準，顯示管理效能佳。
負債結構偏高，負債對淨值比率、負債總額、流動負債等均高於標準，財務槓桿及短期債務壓力需加強控管。",和碩公司在資產運用與成長動能表現優異，但獲利能力與現金流量偏弱，且負債結構偏高，整體財務風險屬於中度，評分54分，給予黃燈，建議持續改善獲利與債務結構。,和碩公司2025Q4財務狀況顯示，雖然資產運用效率佳且短期償債能力尚可，但最重要的風險在於獲利能力不足（毛利率、營業利益率、淨利率皆低於標準）及現金流量為負值，顯示營運現金流壓力大。此外，負債對淨值比率與流動負債比例偏高，財務槓桿風險不容忽視。建議公司應加強提升產品附加價值、優化成本結構、強化現金流管理，並逐步降低負債比重，以提升整體財務穩健度。
2025Q4,3605,宏致,2,,,,,,,52,黃燈,"短期償債能力強（如流動比、速動比、現金比、負債結構），顯示公司短期資金壓力不大。
應收帳款與存貨指標嚴重偏離標準（如應收帳款佔營收比率、存貨佔營收比率、週轉率），資金回收與庫存管理風險高。
獲利能力與成長性指標多數低於標準（如每股盈餘、營業利益率、資產報酬率），顯示營運效率與獲利需改善。
財務結構穩健（如股東權益總額、負債總額、長期負債），但現金流量比明顯偏低，營運現金流壓力需關注。",公司在財務結構與短期償債能力表現優異，但應收帳款與存貨管理問題嚴重，且獲利能力下滑，現金流量比偏低，整體評分為52分，屬於中度風險（黃燈），需積極改善營運效率與資金回收狀況。,宏致公司2025Q4財務結構穩健，短期償債能力強，負債壓力低。但最大風險來自應收帳款與存貨比重過高且週轉速度偏慢，顯示資金回收困難，可能導致現金流壓力，進而影響營運穩定。建議公司加強應收帳款催收、優化客戶信用政策，並積極控管存貨水位，同時提升營運效率與獲利能力，以降低財務風險。
2025Q4,3702,大聯大,2,,,,,,,48,黃燈,"資產運用效率高（如固定資產週轉率、總資產週轉率），公司營運能力優異。
獲利能力成長快速（每股盈餘及成長率），但毛利率、淨利率偏低，營業獲利能力需提升。
資本結構偏弱，負債比例高，負債對淨值比率極高，財務風險明顯。
流動性與現金流量偏弱，應收帳款及存貨積壓風險大，短期償債能力需加強。",雖然大聯大在資產運用與獲利成長方面表現突出，但資本結構、現金流量、負債比例及流動性指標多數低於標準，整體財務風險偏高，因此評分為48分，屬於黃燈區間。,大聯大公司2025Q4財務風險主要來自於高負債結構（負債對淨值比率、負債總額）、資本結構偏弱（股東權益總額低）、現金流量與流動性不足，以及應收帳款與存貨積壓問題。最重要的風險是負債比過高，可能導致償債壓力與資金流動困難。建議公司加強現金流管理、提升營業獲利能力、改善資本結構，並有效控管應收帳款及存貨週轉，降低財務風險。
2025Q4,2474,可成,2,,,,,,,51,黃燈,"流動性與現金流量指標（流動比、速動比、現金比、現金流量比）均優於標準，短期償債能力強。
獲利能力部分（稅後淨利率、營業毛利率、現金流量比）表現優異，但每股盈餘及成長率、資產報酬率、股東權益報酬率明顯低於標準，顯示獲利品質有疑慮。
資產與負債結構（股東權益總額、負債總額、負債對淨值比率）皆優於標準，財務結構穩健。
營運效率（固定資產週轉率、存貨週轉率、應收帳款週轉率、總資產週轉率）大多低於標準，存貨與應收帳款壓力非常大，營運資金管理不佳。",雖然短期償債能力與資本結構良好，部分獲利指標也表現突出，但營運效率與獲利成長性極差，存貨與應收帳款壓力大，整體評分為51分，屬於黃燈，需密切注意營運風險。,可成公司2025Q4財務狀況顯示，雖然短期償債能力與現金流量充足，資本結構穩健，整體負債不高，但營運效率極低，存貨與應收帳款佔比過高，資產利用效率差，且獲利成長性明顯衰退。最重要的風險在於營運資金管理不佳，若未改善存貨與應收帳款周轉，將持續拖累資金流動與獲利能力。建議加強存貨管理、提升收款效率、優化營運流程，以降低營運風險並提升獲利品質。
2025Q4,3224,三顧,2,,,,,,,38,紅燈,"獲利能力極差：利息保障倍數、每股稅後盈餘、營業利益率、稅後淨利率等指標皆為負值，顯示公司持續虧損，且本業經營困難。
現金流與收款風險高：應收帳款佔營收比率過高、應收帳款週轉率低，且現金流量比為負，顯示現金流緊張，收款風險極大。
短期償債能力與資本結構佳：流動比、速動比、現金比、股東權益總額、負債比率等均優於標準，顯示資本結構穩健，短期償債能力強。
資產運用效率不佳：固定資產週轉率、總資產週轉率低於標準，資產無法有效產生收益。",雖然公司資本結構穩健且短期償債能力強，但獲利能力嚴重不足、現金流量為負、應收帳款風險高，導致整體評分偏低，屬於高風險狀態。,三顧公司2025Q4的財務狀況顯示，最主要的風險來自於持續虧損、現金流量困難及應收帳款過高，這將嚴重影響公司營運的穩定性與持續性。建議公司應優先改善本業獲利能力，強化收款管理，加速應收帳款回收，並審慎控管存貨與資產運用效率，以降低財務風險，提升經營績效。
2025Q4,5469,瀚宇博德,2,,,,,,,54,黃燈,"短期償債能力良好：流動比、速動比、現金比皆高於標準，顯示短期資金充足。
獲利能力下滑：每股盈餘年成長率、資產報酬率、股東權益報酬率皆低於標準，獲利衰退明顯。
營運效率低落：存貨、應收帳款週轉率與總資產週轉率皆偏低，營運資金管理不佳。
負債壓力偏高：負債對淨值比率高於標準，資本結構有改善空間。",公司短期償債能力佳、資本結構尚可，但營運效率與獲利能力明顯下滑，營業資金管理有待改善，整體風險偏高，因此評分為54分，屬於黃燈。,瀚宇博德公司在2025Q4財務狀況呈現短期償債能力佳、現金充足，但營運資金管理不佳，存貨與應收帳款積壓嚴重，現金流量比極低，且獲利能力明顯衰退，負債壓力偏高。最重要的風險為營運效率低落與收款風險，建議加強存貨與應收帳款管理、提升營運現金流量，同時優化資本結構以降低負債壓力。
2025Q4,3028,增你強,2,,,,,,,38,紅燈,"負債結構不佳：負債對淨值比率、負債總額、流動負債等指標均遠高於標準，顯示財務槓桿過高，資本結構偏弱，償債壓力大。
營運資金風險高：存貨佔營收比率、應收帳款佔營收比率、現金比、流動比、速動比等均劣於標準，短期資金壓力明顯，現金水位偏低。
獲利能力偏弱：營業利益率、營業毛利率、稅後淨利率、資產報酬率等皆低於標準，顯示營運效率及獲利能力不足。
少數指標表現良好：如固定資產週轉率、總資產週轉率、每股盈餘年成長率、長期負債等指標優於標準，顯示資產運用效率高且長期負債壓力低，但難以彌補整體財務風險。",本次評分38分，主要因多數財務指標（如負債結構、流動性、獲利能力）均明顯劣於產業標準，僅少數指標優異，整體財務風險偏高，需積極改善。,增你強公司2025Q4財務結構顯示負債比率過高、短期償債能力不足、存貨與應收帳款積壓嚴重，現金水位偏低，營運現金流量僅略高於流動負債，整體財務風險極高。建議公司應優先改善資本結構（如增資或償還部分負債）、加強存貨與應收帳款管理、提升現金水位及營運效率，並強化獲利能力，以降低財務壓力並提升企業穩健度。
2025Q4,6117,迎廣,2,,,,,,,58,黃燈,"償債能力指標（如流動比、速動比、現金比、現金流量比、利息保障倍數）均顯著優於標準，顯示短期償債風險低。
獲利能力指標（如每股稅後盈餘、毛利率、營業利益率、稅後淨利率、股東權益報酬率）表現良好，顯示營運及獲利穩健。
資產運用效率及收現能力（如固定資產週轉率、總資產週轉率、存貨週轉率、應收帳款週轉率）普遍低於標準，存貨及應收帳款佔比過高，流動性及呆帳風險需關注。
財務結構（如負債對淨值比率、負債總額、股東權益總額）略偏弱，槓桿偏高，需注意財務風險。",迎廣公司在短期償債及獲利能力方面表現優異，但資產運用效率、收現能力及財務結構指標明顯劣於標準，存貨與應收帳款佔比過高，整體評分為58分，屬於黃燈，顯示需積極改善資產運用與財務結構以降低中長期風險。,迎廣公司2025Q4雖具備良好的短期償債能力及獲利能力，但存貨與應收帳款佔營收比率過高，且週轉率偏低，顯示資金可能被過多佔用於存貨與應收帳款，增加流動性與呆帳風險。此外，負債對淨值比率及總負債比率偏高，財務槓桿風險需關注。建議公司加強存貨與應收帳款管理、提升資產運用效率，並逐步優化資本結構，以強化財務體質並降低未來潛在風險。
2025Q4,2387,精元,2,,,,,,,48,黃燈,"短期償債能力強：流動比、速動比、現金比皆優於標準，顯示公司短期償債與現金流動性良好。
資本結構穩健：股東權益總額、負債比率、長期負債等指標皆優於或符合標準，財務結構穩健。
獲利與成長性明顯不足：每股盈餘、成長率、營業利益率、毛利率、資產報酬率等多項獲利及效率指標皆低於標準，顯示本業經營面臨壓力。
應收帳款與存貨管理風險高：應收帳款佔營收比率及週轉率、存貨佔營收比率皆偏高，資金回收與存貨積壓風險需警惕。",雖然公司在短期償債能力及資本結構方面表現良好，但獲利能力、成長性及資產運用效率明顯不足，且應收帳款與存貨管理風險較高，整體評分為48分，屬於黃燈區，需密切關注獲利及營運效率改善。,精元公司2025Q4財務結構穩健，短期償債能力充足，長期負債極低，顯示財務壓力不大。然而，營運面臨多重挑戰：本業獲利能力及成長性明顯下滑，應收帳款佔營收比率及存貨佔營收比率過高，顯示資金回收與存貨管理存在重大風險。建議公司強化應收帳款催收、優化存貨管理流程，並積極提升本業獲利能力，以改善現金流量與營運效率，降低未來財務風險。
2025Q4,2317,鴻海,2,,,,,,,56,黃燈,"償債能力指標如流動比、速動比、現金比、現金流量比皆符合或優於標準，顯示短期償債能力穩健。
資產運用效率指標如固定資產週轉率、存貨週轉率、總資產週轉率表現優異，營運效率高。
獲利能力指標如營業利益率、營業毛利率、稅後淨利率、資產報酬率、股東權益報酬率皆低於標準，獲利能力明顯不足。
負債結構指標如負債對淨值比率、負債總額、股東權益總額皆劣於標準，資本結構偏弱，需加強財務穩健度。",鴻海在償債能力與資產運用效率方面表現良好，但獲利能力與資本結構存在明顯弱點，故評分為56分，屬於黃燈區間，需密切注意獲利與負債管理。,鴻海公司2025Q4財務狀況整體尚可，但主要風險在於獲利能力低於產業標準，且負債結構偏高，資本結構不夠穩健。建議公司加強營運效率、提升毛利率與淨利率，並適度降低負債比率，強化資本結構，以降低財務風險並提升長期競爭力。
2025Q4,3317,尼克森,2,,,,,,,38,紅燈,"償債能力指標（流動比、速動比、現金比等）表現極佳，顯示公司短期償債能力充裕。
獲利能力與成長性指標（每股盈餘、淨利率、ROE、ROA等）全面低於標準，顯示公司營運虧損且成長惡化。
營運效率指標（存貨週轉率、應收帳款週轉率、總資產週轉率等）普遍偏低，顯示資金周轉與資產運用效率不佳。
資本結構穩健（股東權益比例高、負債比低），但營運現金流量明顯不足，且存貨與應收帳款積壓嚴重，潛藏流動性風險。",尼克森公司雖然短期償債能力與資本結構表現優異，但其營運獲利能力嚴重不足，現金流量與營運效率低落，存貨與應收帳款積壓嚴重，導致整體財務風險偏高，因此僅給予38分，屬於高風險等級。,尼克森公司2025Q4財務結構雖穩健且短期償債能力極強，但公司營運持續虧損，獲利能力大幅惡化，存貨與應收帳款積壓嚴重，現金流量極度不足，營運效率偏低。最重要的風險在於本業獲利能力不足及營運資金周轉不良，若未能有效提升營運效率、加強銷售與收款、降低存貨與應收帳款水位，將嚴重影響公司長期經營。建議公司應優先檢討營運策略、加強成本控管、提升銷售及回收效率，並積極改善現金流量，以降低財務風險。
2025Q4,2105,正新,2,,,,,,,54,黃燈,"短期償債能力極佳：流動比、速動比、現金比等指標明顯優於標準，顯示公司短期財務風險極低。
存貨與應收帳款風險高：存貨佔營收比率、存貨週轉率、應收帳款佔營收比率、應收帳款週轉率均劣於標準，顯示營運資金管理需加強。
獲利能力偏弱：每股盈餘、盈餘成長率、營業利益率、稅後淨利率、資產報酬率等多項獲利指標不達標，需提升營運效能。
財務結構穩健：負債比率、長期負債、股東權益等指標均優於標準，財務槓桿風險低。",正新公司短期償債能力與財務結構表現優異，財務風險低，但營運資金管理與獲利能力明顯不足，導致評分僅在中等偏低水準，建議加強存貨、應收帳款管理及提升獲利能力。,正新公司2025Q4整體財務結構穩健，短期償債能力強，負債壓力小，顯示財務安全性高。然而，存貨與應收帳款佔比過高且週轉速度慢，顯示營運資金效率不佳，恐導致現金流壓力與資金積壓。此外，獲利能力指標普遍偏弱，未來若營收未改善，可能影響整體營運與資本報酬。建議公司應加強存貨及應收帳款管理，提升資產運用效率，同時積極改善營運策略以提升獲利能力，降低未來財務風險。
2025Q4,8076,伍豐,2,,,,,,,56,黃燈,"流動性指標如流動比、現金比、負債對淨值比率皆優於標準，顯示公司短期償債能力佳。
存貨、應收帳款相關指標皆明顯劣於標準，存貨積壓與收款速度慢，營運資金管理有風險。
獲利能力指標如每股盈餘、資產報酬率、股東權益報酬率均低於標準，營運效率待提升。
資本結構健全，負債比率低，無長期負債，財務安全性高。",伍豐公司在資本結構與短期償債能力方面表現優異，但營運資金管理與獲利能力指標多低於標準，存貨積壓與應收帳款收回速度慢造成營運風險，因此評分為56分，屬於黃燈區間，需加強營運效率與資金管理。,伍豐公司最重要的財務風險在於存貨積壓與應收帳款收款速度慢，導致營運資金流動性不足。建議加強存貨管理、提升銷售效率、縮短收款週期，並持續維持資本結構穩健，提升資產報酬率與股東權益報酬率，以改善整體財務體質。
2025Q4,6272,驊陞,2,,,,,,,54,黃燈,"短期償債能力佳：流動比、速動比、現金比及長期負債等指標均優於標準，顯示短期資金壓力不大。
營運效率與資產運用需改善：存貨週轉率、應收帳款週轉率、總資產週轉率等均低於標準，影響資金周轉與現金流。
獲利能力明顯下滑：每股盈餘、盈餘成長率、營業利益率及稅後淨利率皆偏低，顯示公司獲利能力不足且衰退。
資本結構尚稱穩健但負債壓力略高：股東權益比率高於標準，但負債對淨值比率略高於標準，需注意財務槓桿風險。",公司短期償債能力強，現金流動性佳，資本結構尚穩，但營運效率與獲利能力明顯不足，且應收帳款、存貨管理風險高，故評分為54分，屬於黃燈區，建議加強營運效率與風險控管。,驊陞公司2025Q4面臨的最重要風險為應收帳款與存貨過高，導致現金流壓力與資金週轉困難，此外獲利能力顯著下滑，需高度關注。建議公司加強應收帳款管理、提升存貨週轉效率，並積極改善獲利結構，降低營運風險，強化現金流量與資本運用效率，以提升整體財務體質。
2025Q4,6425,易發,2,,,,,,,45,黃燈,"短期償債能力偏弱：流動比、速動比、現金流量比皆低於標準，顯示短期資金壓力。
應收帳款與存貨積壓：應收帳款佔營收比率、存貨佔營收比率過高，週轉率偏低，營運資金回收風險大。
負債結構偏高：負債對淨值比率、負債總額皆高於標準，槓桿風險需注意。
獲利能力與成長性分歧：毛利率與EPS成長率優於標準，但淨利率、資產報酬率、股東權益報酬率皆低於標準，獲利品質需提升。",易發公司雖在部分獲利與現金儲備指標表現優異，但營運資金管理、短期償債能力、負債結構及資產利用效率皆明顯低於標準，整體財務風險偏高，故評分為45分，屬於黃燈區間。,易發公司2025Q4財務狀況顯示短期償債能力不足，應收帳款與存貨積壓嚴重，營運資金回收風險高，且負債槓桿偏高。建議加強應收帳款管理、提升存貨週轉效率、降低負債比率並改善資產利用效率，以降低整體財務風險，提升公司財務健康度。
